Source Node ID,Destination Node ID,Total_Transactions,Total_Amount,Average_Amount,Last_Transaction_Time,Is_Fraud,Community_ID,Edge_Risk_Score
A00156,A00032,6,14435.206488382366,2405.8677480637275,2022-06-21 18:02:31,0,48,0.7196302912884904
A00056,A00083,85,4034.4732244982574,47.46439087645009,2023-09-21 22:08:41,0,13,0.5801058993257502
A00125,A00046,60,3555.933013932827,59.26555023221378,2023-09-29 16:08:51,0,36,0.6210106258737011
A00177,A00141,99,9707.89627306243,98.05955831376191,2022-08-11 08:02:24,0,4,0.7688050733260603
A00139,A00167,9,41974.628378164656,4663.847597573851,2023-06-27 21:35:31,0,3,0.14829839774097597
A00144,A00152,21,17023.10168768945,810.6238898899738,2023-05-01 13:04:55,1,42,0.9773337501625632
A00122,A00199,99,49489.07233480465,499.88961954348133,2022-06-02 08:15:49,0,25,0.4376570076205004
A00099,A00167,28,2477.1979974313363,88.47135705111916,2022-12-17 19:34:37,0,1,0.3583560687892552
A00193,A00051,72,22147.523689411868,307.6044956862759,2023-03-12 14:00:02,0,26,0.08269841907304576
A00163,A00040,34,33957.217861231555,998.7417018009281,2023-07-07 03:36:06,0,12,0.964404392376825
A00184,A00087,50,17487.91781291205,349.75835625824095,2023-09-29 03:03:10,1,39,0.09429431665131127
A00027,A00190,96,47517.48141846192,494.97376477564495,2023-02-08 04:59:59,0,28,0.053252560195615084
A00183,A00129,77,11943.060153812876,155.10467732224515,2023-07-12 09:43:00,0,12,0.2593241937975057
A00012,A00080,90,48488.42787299038,538.7603096998931,2022-02-14 04:19:53,0,29,0.9997144636963476
A00193,A00189,49,20137.97053972782,410.9789906066902,2022-06-22 22:52:49,0,6,0.7494992178283102
A00090,A00024,20,33136.9154636599,1656.845773182995,2022-03-18 17:12:16,0,20,0.062057673072254405
A00193,A00143,20,24850.271607702634,1242.5135803851317,2023-10-21 01:22:34,0,37,0.7822710431024158
A00001,A00111,74,20208.791431209327,273.09177609742335,2022-04-07 17:14:19,0,5,0.3959409480029785
A00190,A00108,52,45851.16146353238,881.7531050679304,2023-02-17 20:09:43,0,9,0.02324128258154423
A00188,A00051,7,25283.242819991247,3611.891831427321,2023-01-21 23:32:33,0,9,0.28833958888637523
A00122,A00069,7,34605.8813039238,4943.697329131972,2022-01-09 02:34:59,0,5,0.8566403631335469
A00155,A00077,5,35124.80703233924,7024.961406467848,2023-11-04 23:19:01,0,33,0.6816512303125186
A00098,A00038,40,39536.04972904744,988.4012432261859,2022-02-20 15:30:49,1,34,0.03371785299233332
A00011,A00075,79,5805.90988062867,73.49253013454013,2023-03-01 02:20:01,0,5,0.5455130344373242
A00198,A00137,18,19785.022550617457,1099.1679194787475,2022-07-28 12:56:38,0,1,0.9032039155930534
A00095,A00170,35,45666.37043878006,1304.7534411080017,2022-02-23 19:23:33,0,25,0.293575275125038
A00108,A00037,44,23530.39233647285,534.7816440107466,2022-12-21 17:54:55,0,47,0.8649026578608426
A00138,A00108,26,2660.2581418851105,102.31762084173502,2023-03-08 21:06:58,1,45,0.9100435786488816
A00057,A00196,16,10152.310681207946,634.5194175754966,2022-07-02 23:59:25,0,34,0.8030684319438599
A00082,A00033,7,28334.33461003374,4047.762087147677,2023-03-09 17:09:00,0,14,0.33600669040008935
A00126,A00130,8,44122.38905653791,5515.298632067239,2023-04-24 05:40:12,0,38,0.9921975176582941
A00199,A00136,37,33583.37462596721,907.6587736747895,2023-05-24 11:51:10,1,23,0.7408885496662031
A00016,A00052,89,29405.802814365477,330.4022788130953,2023-10-12 17:19:41,0,1,0.6776979452045727
A00021,A00199,84,49244.97197158187,586.2496663283556,2023-02-04 01:25:42,1,22,0.6913502676671943
A00114,A00111,44,12564.745655589628,285.56240126340066,2023-04-03 20:14:33,0,18,0.1763121291331996
A00107,A00166,57,6261.305651094136,109.84746756305502,2023-09-11 13:02:48,0,24,0.25208073738674774
A00175,A00089,1,48765.04228789702,48765.04228789702,2022-11-15 15:07:58,1,31,0.20249761674874245
A00190,A00011,92,5491.212974674002,59.68709755080437,2022-07-02 15:04:21,0,26,0.5104661944095905
A00013,A00015,16,10541.697582804936,658.8560989253085,2022-11-29 22:37:46,0,45,0.6843564845717194
A00002,A00188,2,16796.70771671495,8398.353858357475,2023-11-16 14:56:43,0,30,0.792918508185902
A00155,A00052,57,7128.56518084938,125.06254703244527,2023-02-14 06:25:01,0,13,0.6058570778809924
A00095,A00127,36,31553.31678005095,876.481021668082,2022-08-29 00:06:20,0,46,0.4652972286270918
A00019,A00119,60,20233.41395617727,337.22356593628786,2022-12-14 05:15:38,0,2,0.17071854950823673
A00119,A00191,46,29304.91270984845,637.0633197793142,2023-12-09 22:26:30,0,28,0.3423501234288947
A00091,A00153,15,42242.81383424976,2816.1875889499843,2023-08-17 05:33:27,0,17,0.8628823538764747
A00122,A00027,65,7123.970981408681,109.59955356013356,2023-04-27 16:09:20,0,21,0.44874062059857733
A00035,A00167,66,47120.413558849155,713.9456599825629,2023-09-25 11:13:30,1,40,0.8351484485536603
A00086,A00171,3,10885.60216371796,3628.5340545726535,2023-03-16 17:21:42,0,29,0.818213261897204
A00024,A00140,1,29769.933234902397,29769.933234902397,2023-01-11 19:04:19,0,3,0.15144622409287123
A00122,A00141,38,38062.403263452194,1001.6421911434787,2023-10-15 02:42:29,0,25,0.8628199371172482
A00118,A00187,18,4304.635080815769,239.1463933786538,2023-11-11 17:34:34,0,30,0.33908489099899364
A00035,A00117,62,39741.31793418073,640.9889989383989,2022-09-22 07:37:09,0,9,0.33811693300503576
A00154,A00126,97,14062.701341196827,144.97630248656523,2023-08-12 23:42:57,0,14,0.3307643702356622
A00140,A00189,9,19583.604941957637,2175.9561046619597,2023-12-11 11:48:36,0,16,0.25426053672501925
A00099,A00108,51,18518.358962718306,363.10507770035895,2022-07-05 06:38:32,0,20,0.8143841254216106
A00057,A00049,2,33329.43169282559,16664.715846412793,2023-10-04 12:20:37,0,21,0.7627644622901141
A00044,A00144,98,49826.85353959514,508.4372810162769,2022-02-02 18:36:56,0,39,0.8315552968057999
A00135,A00045,26,17181.551761738207,660.8289139130079,2022-11-29 19:34:21,0,26,0.6028536514585522
A00095,A00143,92,33864.401682659685,368.0913226376053,2022-02-09 01:49:41,0,2,0.1376221883251164
A00090,A00037,38,27729.877354854998,729.7336146014474,2023-02-26 13:02:14,0,44,0.38241578128754716
A00188,A00074,53,24513.4725418221,462.51834984569996,2023-02-01 05:46:50,0,37,0.7723285593485109
A00044,A00193,95,43569.207484433115,458.6232366782433,2022-11-12 21:48:48,0,28,0.1534343257683537
A00040,A00048,85,2602.9123637635785,30.62249839721857,2023-12-14 09:42:59,0,5,0.4896436062330194
A00084,A00182,89,18619.139730371968,209.20381719519065,2022-08-16 01:25:56,0,25,0.3110582253159534
A00002,A00103,17,6215.926182892399,365.64271664072936,2023-02-15 19:36:53,0,23,0.045269568286235407
A00176,A00113,77,4904.148978826759,63.6902464782696,2023-06-25 23:37:01,0,22,0.3762992226809202
A00198,A00090,66,40778.58720277045,617.8573818601584,2022-12-19 04:44:42,0,39,0.5598119080178254
A00062,A00038,41,30763.07639366673,750.3189364308959,2023-01-31 01:34:46,0,43,0.4143984091741746
A00199,A00075,86,13776.22402866422,160.1886514960956,2023-02-16 23:35:50,0,10,0.2637863277237217
A00051,A00021,1,18360.424081629775,18360.424081629775,2022-07-29 08:14:27,0,2,0.945814943413261
A00179,A00049,15,46584.215231977876,3105.614348798525,2023-05-25 16:53:38,0,9,0.8578093815027669
A00167,A00008,89,42273.24753405137,474.9803093713637,2022-07-05 15:56:43,0,5,0.8073501185430116
A00012,A00026,93,13679.87387224918,147.09541798117397,2023-12-17 05:57:58,0,33,0.5217211356097768
A00017,A00061,28,22691.05070421629,810.3946680077246,2023-06-15 21:08:37,0,19,0.7361609635987324
A00025,A00154,55,24080.508262122858,437.8274229476883,2023-01-11 16:24:01,0,29,0.5342653651102752
A00200,A00102,2,25537.425252491084,12768.712626245542,2022-11-05 03:42:17,0,34,0.33370448016847276
A00011,A00107,6,13280.918732321225,2213.4864553868706,2022-11-20 23:33:20,0,32,0.6306593088163684
A00075,A00034,4,9167.436676496001,2291.8591691240003,2023-12-16 01:45:18,0,2,0.032779037727814875
A00027,A00156,51,9875.246051099393,193.63227551175282,2023-02-22 04:26:27,0,10,0.9067068572444771
A00163,A00175,58,879.235939728526,15.159240340146999,2023-05-03 09:34:51,0,26,0.3742410896697359
A00128,A00020,59,41684.41389964411,706.5154898244765,2022-03-02 16:23:15,0,35,0.8399647489165558
A00017,A00039,51,46643.021982470214,914.5690584798082,2023-07-11 00:52:09,0,47,0.48446907578742937
A00167,A00123,7,22836.074910142757,3262.2964157346796,2022-06-17 13:24:18,1,11,0.5131899218559218
A00133,A00020,63,11768.090646775847,186.79508963136266,2023-07-15 13:06:25,0,41,0.736368527558545
A00148,A00175,50,4084.4792650834447,81.6895853016689,2022-04-01 20:43:58,0,49,0.477465388449693
A00157,A00067,26,40017.23152334077,1539.1242893592605,2023-09-28 22:59:23,0,14,0.8876526738823858
A00196,A00089,4,36463.22662213101,9115.806655532753,2023-11-13 07:17:34,0,41,0.6930701009843393
A00108,A00078,80,25788.483936012173,322.35604920015214,2023-01-24 00:48:34,0,44,0.6749389603604945
A00044,A00166,95,27590.113719095072,290.42224967468496,2022-04-19 02:31:36,0,47,0.20641182961278126
A00080,A00163,28,42322.37254077057,1511.5133050275203,2022-10-03 19:53:07,0,41,0.6860019403563332
A00163,A00057,33,41440.87550349444,1255.7841061664983,2023-12-19 22:41:20,0,49,0.23250845379297125
A00044,A00171,10,26600.820934131934,2660.0820934131934,2023-10-27 15:44:15,0,35,0.8570942894947071
A00167,A00138,29,16287.973826410389,561.6542698762203,2023-12-25 13:05:42,0,17,0.47432920281215696
A00095,A00109,88,7636.840972865451,86.78228378256193,2023-12-23 18:26:43,0,15,0.13499135200589096
A00176,A00072,58,31030.61426198019,535.0105907237964,2022-04-08 09:06:27,0,4,0.9682319082491556
A00075,A00019,92,1383.1741449114152,15.034501575124079,2023-08-26 00:02:41,1,8,0.8060188512797104
A00180,A00047,19,8612.86999288414,453.3089469939021,2023-09-26 11:33:56,0,21,0.8916051818470723
A00062,A00087,22,17296.245747985235,786.1929885447834,2023-12-21 00:02:26,0,14,0.08698122198664582
A00119,A00061,55,45094.75852955049,819.9047005372817,2023-06-22 14:31:52,1,1,0.9948245946349916
A00039,A00184,19,39653.13358873264,2087.0070309859284,2022-12-08 05:28:47,0,17,0.49476277654161094
A00106,A00118,90,41672.653894664334,463.0294877184926,2022-12-02 20:16:49,1,29,0.7651790863686113
A00048,A00175,21,1741.2929046776617,82.91870974655532,2023-02-16 22:23:21,1,7,0.46300994139695095
A00112,A00102,42,29337.42447331846,698.5101065075823,2023-03-31 16:53:28,0,9,0.9735477105834021
A00200,A00115,20,518.2615148658188,25.91307574329094,2022-07-02 18:11:39,0,32,0.6792464672814813
A00148,A00117,38,5080.219024635895,133.68997433252355,2023-05-07 12:35:42,0,11,0.4667712740247242
A00117,A00101,80,3126.2382278103137,39.07797784762892,2022-08-22 21:00:50,0,45,0.9291941633950269
A00133,A00074,74,21485.218982184066,290.3407970565414,2022-12-02 08:03:04,0,30,0.17956942861500158
A00031,A00011,23,34765.09183550938,1511.5257319786688,2022-10-04 19:12:04,0,10,0.31918266944545715
A00070,A00164,29,34161.91542870005,1177.9970837482776,2022-08-13 01:39:05,0,42,0.9074739799758861
A00140,A00043,62,9914.306674963482,159.90817217683036,2022-12-17 09:02:20,0,47,0.1454953743945705
A00057,A00009,91,15706.484903442082,172.59873520266024,2022-10-13 10:57:46,1,49,0.8055245872746187
A00187,A00019,14,11305.683562119098,807.5488258656499,2022-09-10 18:45:07,0,36,0.507452577800545
A00054,A00163,38,110.61880202462824,2.9110211059112694,2023-11-10 16:19:28,0,33,0.2309853820303509
A00134,A00041,84,1123.993931823842,13.380880140760025,2022-08-07 09:18:09,0,36,0.9129723596796107
A00063,A00191,96,316.8344513143599,3.300358867857916,2022-09-22 03:58:05,0,38,0.7367868564972849
A00188,A00134,26,17141.70330834888,659.2962810903415,2022-07-14 14:23:24,0,26,0.9673700578143943
A00123,A00010,31,1684.9051668160384,54.35177957471092,2022-10-26 15:23:26,0,10,0.09433595813410856
A00074,A00013,23,21706.197276075385,943.7477076554516,2023-11-28 13:18:33,0,21,0.05013705501871257
A00013,A00095,64,36389.12547988763,568.5800856232443,2022-11-21 22:29:14,0,19,0.6125822959513098
A00063,A00170,79,15743.552503385108,199.28547472639377,2023-04-03 20:08:14,0,46,0.8685209293993291
A00192,A00096,57,8989.0592197156,157.70279332834386,2023-04-11 06:29:52,0,29,0.9566572350071566
A00057,A00091,43,18778.724760381345,436.71452931119404,2023-08-28 04:38:45,0,12,0.6303625033185661
A00089,A00088,42,15824.537752110446,376.77470838358204,2022-09-12 12:29:53,0,26,0.16699774333228878
A00017,A00090,31,20917.249945911888,674.7499982552222,2022-02-23 23:14:26,0,39,0.37674755205317123
A00043,A00187,34,21852.609751401444,642.7238162176895,2022-05-26 07:51:54,0,21,0.5274549232684783
A00132,A00069,52,25958.23435445526,499.196814508755,2023-07-05 09:11:07,0,46,0.3119009780983456
A00119,A00149,89,28105.976814388654,315.79749229650173,2022-11-06 23:58:26,0,10,0.35622417747678425
A00018,A00168,37,14985.034390337318,405.00092946857615,2023-06-03 16:03:37,0,4,0.52899292524245
A00175,A00190,77,31795.124214151798,412.9236910928805,2022-11-30 21:26:03,0,18,0.03561537700107986
A00039,A00109,2,37053.55647355297,18526.778236776485,2022-06-13 00:13:20,0,16,0.9059958471394046
A00086,A00179,36,6494.004996324615,180.38902767568374,2023-01-11 04:59:18,0,39,0.7072985290568756
A00145,A00184,8,26134.596305387633,3266.824538173454,2023-05-10 02:12:52,0,17,0.6247337336840983
A00141,A00199,44,41252.408627644065,937.5547415373651,2023-03-21 16:20:24,0,49,0.9179374039689713
A00033,A00188,97,46153.088942028684,475.805040639471,2022-08-31 16:37:42,0,39,0.991510234030028
A00011,A00188,59,48134.09954703171,815.8321957124018,2022-06-21 17:11:22,0,31,0.8482739460787155
A00022,A00188,28,19067.720470401142,680.9900168000407,2022-05-08 01:08:39,0,23,0.7364055263957338
A00107,A00128,41,21380.78839027977,521.4826436653602,2023-08-05 17:18:04,0,48,0.7311452424583099
A00142,A00065,42,41956.93582062957,998.9746623959422,2023-11-18 10:09:53,0,10,0.4694969619451027
A00012,A00037,20,13390.346644285948,669.5173322142974,2023-07-16 07:42:58,0,28,0.5967713972918277
A00087,A00054,12,2545.964309567051,212.1636924639209,2022-10-25 05:02:16,0,44,0.6855690397304326
A00073,A00191,4,33431.18966312932,8357.79741578233,2023-02-03 12:03:03,0,26,0.9351027984574203
A00083,A00105,39,26879.60163408688,689.2205547201764,2022-11-05 22:30:40,0,14,0.6575456574223757
A00067,A00150,23,49285.633964552704,2142.8536506327264,2022-07-09 01:00:07,0,38,0.014755760141309193
A00020,A00014,50,45488.73272871923,909.7746545743846,2022-12-31 19:20:39,0,47,0.27924124337373
A00183,A00028,44,6377.1730029269565,144.93575006652173,2022-03-18 19:10:55,0,39,0.3010164201105662
A00122,A00080,61,33868.74348628677,555.2253030538815,2022-03-19 01:28:30,0,32,0.20416467857493392
A00145,A00035,17,48615.392177061345,2859.7289515918437,2023-05-23 12:36:44,0,24,0.009014010724214483
A00029,A00038,45,10058.802026258643,223.52893391685873,2023-05-05 12:18:33,0,41,0.2287501389622132
A00001,A00042,39,3844.381229643987,98.57387768317915,2022-10-24 02:56:08,0,44,0.8919852747898895
A00038,A00188,74,21272.878307217554,287.4713284759129,2022-10-18 19:06:47,0,47,0.8552159377644823
A00084,A00069,84,23276.146449275293,277.0969815389916,2023-10-02 15:19:51,0,25,0.7247328570781428
A00177,A00179,98,19977.712587464837,203.8542100761718,2022-12-27 21:07:01,0,35,0.7832284887223961
A00200,A00105,85,37431.59247351872,440.3716761590438,2022-06-24 21:50:56,0,11,0.5776915582736175
A00148,A00158,8,15222.241219061292,1902.7801523826615,2022-06-29 13:55:03,0,29,0.11258969591993917
A00065,A00180,22,22607.50592997995,1027.6139059081795,2023-04-17 07:25:37,0,29,0.23414332638301794
A00165,A00116,10,44730.49952491141,4473.049952491141,2022-06-15 18:21:11,0,47,0.6015015705431658
A00198,A00187,17,2634.6222983235944,154.97778225432907,2022-11-07 10:48:10,0,32,0.10905903646051429
A00020,A00122,81,42083.972067713956,519.5552107125179,2022-10-09 00:53:05,0,33,0.47313990801698513
A00092,A00188,56,10886.390092433196,194.3998230791642,2023-05-16 17:46:30,0,38,0.7733180557438987
A00055,A00087,37,16180.721555250453,437.3167987905528,2022-12-23 22:48:42,0,4,0.7582127578690055
A00169,A00102,24,39954.642856939,1664.7767857057916,2023-01-18 09:25:28,0,11,0.13423926830178445
A00119,A00078,48,9787.675728933786,203.90991101945386,2022-12-05 10:29:22,0,13,0.20077841685846132
A00080,A00077,60,15062.676216126638,251.04460360211064,2022-01-28 11:24:48,1,28,0.007832083493302555
A00105,A00192,61,37739.37004912125,618.6781975265778,2022-12-03 07:34:55,0,27,0.41073903202403594
A00098,A00015,43,22778.885804306334,529.7415303327055,2022-02-21 04:08:24,1,24,0.5902200716623118
A00064,A00050,59,16860.616098392322,285.77315421003937,2022-09-05 12:06:08,0,47,0.7363949753413479
A00136,A00101,57,25001.595347616956,438.6244797827536,2023-02-14 01:00:47,1,8,0.13352213285405967
A00040,A00083,13,40257.7530214845,3096.750232421885,2022-09-02 06:54:15,0,25,0.19059087989663082
A00150,A00147,55,26607.42601306375,483.7713820557045,2023-08-07 12:13:58,0,36,0.37927752975181017
A00137,A00004,81,13627.93753225434,168.24614237351037,2023-10-08 12:27:46,0,48,0.895112674274403
A00014,A00164,31,8118.9699118396375,261.9022552206335,2023-12-26 02:06:28,0,32,0.26981607808975006
A00085,A00099,39,9297.711374684963,238.4028557611529,2023-12-19 01:06:28,0,34,0.08234205751016843
A00046,A00154,55,36993.856102021804,672.6155654913056,2022-02-10 22:50:25,0,33,0.838636068937638
A00084,A00194,86,9679.823107151946,112.5560826413017,2022-09-07 12:05:52,0,47,0.3722704435412193
A00109,A00146,3,10570.37250761356,3523.457502537853,2023-01-23 05:16:23,0,36,0.45927306704913795
A00001,A00070,15,6395.563049089314,426.37086993928756,2022-12-05 04:32:41,0,2,0.05851954199886844
A00046,A00026,78,15184.92095428427,194.67847377287524,2022-07-11 03:09:26,0,1,0.732570714974846
A00105,A00016,29,25397.79458601104,875.7860202072773,2022-03-21 19:48:39,0,20,0.7380224938482738
A00117,A00032,23,46374.217760922365,2016.2703374314071,2022-05-10 17:35:57,0,13,0.28366849045993037
A00025,A00168,38,22986.110830419224,604.8976534320849,2023-05-20 18:01:18,0,36,0.7580393843889421
A00008,A00113,4,1442.4347246822322,360.60868117055804,2022-04-01 07:38:44,0,23,0.11172711144995207
A00083,A00035,63,37863.06600488615,601.0010476966055,2022-09-14 17:35:12,0,9,0.7933961830078068
A00116,A00014,31,9987.188056852292,322.1673566726546,2023-01-07 06:55:10,0,35,0.7137966341245254
A00101,A00088,10,38201.96878405423,3820.1968784054234,2022-03-08 23:38:50,0,17,0.93284429141642
A00080,A00111,52,3793.2002112284017,72.94615790823849,2023-06-23 06:27:29,0,27,0.7085064238941409
A00001,A00109,73,20883.717803541098,286.07832607590547,2023-04-08 08:11:46,1,22,0.5959529947557165
A00069,A00008,65,29320.368022308194,451.0825849585876,2022-05-27 23:24:32,0,44,0.08479588964268359
A00109,A00074,26,30748.79186395207,1182.6458409212335,2023-04-03 01:51:40,0,38,0.8339892098088367
A00102,A00103,52,14484.727826534749,278.5524582025913,2022-04-04 23:21:17,0,41,0.2451161900716533
A00130,A00033,55,47803.75825530438,869.1592410055342,2023-10-26 04:55:23,0,15,0.01639853243801781
A00139,A00191,32,36222.48233040702,1131.9525728252195,2023-10-06 11:45:56,0,43,0.9046426393695826
A00058,A00005,90,3894.934154443794,43.2770461604866,2023-06-10 23:56:49,0,36,0.7263839509734813
A00066,A00179,37,46721.65906755543,1262.747542366363,2023-05-26 11:09:40,0,22,0.9061977536703735
A00200,A00042,6,31276.863117452733,5212.810519575455,2022-09-20 17:27:07,0,12,0.395411692740424
A00087,A00080,85,8129.1091790314085,95.6365785768401,2023-01-16 02:47:49,0,42,0.5963855643587873
A00190,A00001,87,49456.12494681344,568.4612062852119,2022-02-22 07:13:26,0,28,0.7637574743585391
A00099,A00137,76,43200.561022392554,568.4284345051652,2023-01-13 00:36:26,0,17,0.8395536801650222
A00144,A00077,44,42605.865811668235,968.315132083369,2023-06-23 14:13:20,0,23,0.6435990657259075
A00164,A00082,15,38075.781377282736,2538.3854251521825,2022-09-07 03:41:45,0,45,0.8531341856790498
A00098,A00107,46,10016.33652025411,217.74644609248065,2022-06-30 04:56:37,0,24,0.9012043784467818
A00086,A00119,61,25377.799780809895,416.0295046034409,2023-09-21 15:16:34,0,22,0.3450215207385817
A00062,A00097,27,14519.554564453098,537.7612801649295,2023-11-13 11:36:31,0,47,0.6365354282999062
A00068,A00181,41,35982.65315021962,877.6256865907225,2022-07-11 13:44:06,0,42,0.8300951904090561
A00143,A00190,64,12138.058220672401,189.65715969800627,2023-09-17 07:06:07,0,15,0.9719948390939291
A00106,A00082,51,31719.167616067167,621.9444630601405,2022-11-12 13:11:25,0,14,0.8594706001108531
A00001,A00125,29,46870.08174524566,1616.2097153532986,2022-07-31 04:18:01,0,11,0.5762077278141324
A00148,A00072,87,42111.30644278673,484.03800508950263,2022-08-02 04:52:22,0,28,0.5850154163167061
A00030,A00055,17,8295.017207198265,487.9421886587215,2023-09-28 13:18:27,1,37,0.5507211019154068
A00113,A00014,93,3810.5466435424532,40.97361982303713,2022-03-30 22:26:37,1,29,0.4582688641693685
A00092,A00003,33,3698.0772992338084,112.06294846163055,2022-12-15 15:50:42,0,19,0.3124146982697056
A00146,A00058,51,18208.01034943066,357.0198107731502,2023-02-04 18:00:20,0,26,0.5181611794501352
A00125,A00061,39,8978.04748808168,230.20634584824822,2023-12-02 12:59:37,0,26,0.5938326141628711
A00005,A00069,79,25671.614514897996,324.9571457582025,2022-10-06 16:18:12,0,18,0.7445574759677492
A00089,A00051,57,19764.623311658874,346.7477773975241,2022-04-21 13:26:03,0,31,0.43696463454834755
A00134,A00070,3,37234.93781039239,12411.645936797462,2022-12-20 15:00:57,0,13,0.6258018204382305
A00011,A00098,22,8807.194639128093,400.32702905127695,2023-05-04 13:06:21,0,9,0.25344469226481325
A00062,A00107,58,31134.006110665963,536.7932088045856,2022-06-01 22:00:10,0,8,0.3456316973488156
A00131,A00089,23,36940.99608217755,1606.1302644425023,2023-09-23 18:27:45,0,46,0.5534918537000852
A00147,A00011,52,10107.820038770962,194.38115459174927,2023-07-01 07:47:42,0,33,0.8702495228068932
A00109,A00106,75,16845.25883038412,224.60345107178824,2023-06-13 19:07:34,0,35,0.34026659732489706
A00158,A00125,3,33095.93279088352,11031.977596961173,2022-01-06 03:56:13,0,3,0.8856315720719976
A00069,A00045,9,33838.85183042745,3759.8724256030496,2022-12-31 17:54:34,0,24,0.6125499932143743
A00007,A00012,15,619.2419929076794,41.28279952717863,2023-01-20 11:26:31,0,26,0.9360912612695955
A00043,A00108,44,20937.707088607283,475.85697928652917,2023-05-06 09:51:52,0,24,0.05747808700984092
A00139,A00103,11,8675.269132886619,788.6608302624198,2023-01-25 08:52:07,0,16,0.5532843800100158
A00128,A00170,84,23442.30449910661,279.075053560793,2023-06-16 03:12:35,0,46,0.255746568349426
A00168,A00169,44,6023.965919111276,136.9083163434381,2023-12-05 06:14:29,0,26,0.905213499672883
A00153,A00021,77,38645.75470027173,501.8929181853472,2022-10-31 17:05:25,0,38,0.4633064794560533
A00114,A00001,79,32830.05646458951,415.5703349948039,2023-04-25 13:19:13,0,36,0.07253957905917663
A00087,A00003,80,40227.1622041495,502.83952755186874,2022-02-28 22:04:37,0,34,0.24810502097569187
A00003,A00013,28,12886.659980269804,460.2378564382073,2022-11-25 17:50:56,0,10,0.25357444992220357
A00047,A00013,36,3377.693981650787,93.82483282363297,2022-08-03 04:18:09,0,5,0.5312527155128592
A00037,A00074,40,22590.62428840002,564.7656072100006,2022-04-07 18:03:40,0,9,0.215661727851858
A00142,A00165,84,7937.0305110235495,94.48845846456607,2023-06-26 23:26:33,0,44,0.5820065410617882
A00185,A00106,7,48183.14963107664,6883.307090153806,2023-01-18 03:30:40,0,27,0.9114282305999766
A00032,A00084,55,20847.00820470872,379.0365128128858,2023-02-24 21:04:12,0,19,0.9495951940503576
A00189,A00014,10,16804.71504701624,1680.471504701624,2022-02-28 11:21:25,0,30,0.749357042103713
A00040,A00065,32,15600.754662270076,487.52358319593986,2022-01-31 07:51:06,1,1,0.04829084454297927
A00053,A00159,42,39130.47300586604,931.6779287110962,2023-02-18 02:17:58,0,34,0.35497177945975533
A00198,A00010,31,102.74750618895887,3.314435683514802,2023-11-03 15:06:56,0,44,0.7601290601715528
A00041,A00056,63,17286.72719923532,274.3924952259575,2022-05-31 16:04:42,0,45,0.020357305984020635
A00095,A00044,41,12262.395633197193,299.08282032188276,2022-09-22 15:11:06,0,14,0.9796002516565431
A00068,A00103,97,36820.93241442695,379.5972413858448,2023-01-19 11:07:35,0,35,0.22343295909314176
A00181,A00043,6,26230.15252596765,4371.692087661275,2022-07-13 14:46:18,0,9,0.7865040575577666
A00026,A00111,62,32198.713027436737,519.3340810876894,2022-10-17 04:18:41,0,35,0.5077560685528918
A00166,A00101,18,39519.470421976155,2195.526134554231,2022-01-23 17:07:02,0,9,0.9344546420282552
A00111,A00065,23,26740.132193815123,1162.614443209353,2022-05-03 06:14:09,0,38,0.4653927018186502
A00141,A00051,87,14706.572305904581,169.04106098740897,2023-05-11 20:22:30,0,29,0.6568091468513186
A00004,A00048,61,39882.32618945509,653.8086260566408,2022-12-12 05:59:02,0,10,0.5234217521921459
A00025,A00058,96,45825.31674332545,477.3470494096401,2022-10-26 21:54:59,0,48,0.05923176220968107
A00159,A00066,89,26121.700167104813,293.5022490685934,2023-07-28 18:07:21,0,17,0.8426208416721143
A00159,A00002,88,29453.121664575414,334.69456437017516,2023-02-17 02:39:09,0,3,0.08018811020953442
A00184,A00114,84,15598.248606579766,185.69343579261627,2023-12-06 19:48:56,0,15,0.32294006815810006
A00099,A00060,66,12501.958299982949,189.42361060580225,2023-02-22 15:54:06,0,30,0.3414159568510887
A00026,A00088,90,3829.6480921397765,42.55164546821974,2023-12-06 07:42:55,0,9,0.019935399171233548
A00134,A00114,70,16153.927477652935,230.77039253789906,2022-01-21 16:05:18,0,7,0.8842869964770487
A00013,A00011,61,38417.83114356112,629.8005105501823,2022-10-01 21:34:20,0,36,0.17987384602512135
A00007,A00049,31,29326.71013399264,946.0229075481498,2023-09-26 02:21:17,0,2,0.0028708485212330936
A00087,A00018,48,41034.59836873737,854.8874660153618,2023-06-15 18:39:03,0,21,0.27255603938887263
A00055,A00196,97,40295.39191192848,415.41641146318017,2023-01-30 18:06:59,0,45,0.10633391013500193
A00128,A00185,30,35208.99714408724,1173.6332381362413,2022-07-18 00:43:14,0,6,0.7927199946093884
A00117,A00134,20,8337.85518543302,416.892759271651,2023-02-05 00:05:44,0,6,0.6684833822993569
A00026,A00087,22,4685.059522771088,212.95725103504947,2023-12-02 20:05:40,0,35,0.5285051926115898
A00092,A00058,91,33646.14691573022,369.7378781948376,2022-02-01 12:33:14,0,10,0.10073029627205787
A00169,A00017,27,49925.726972466466,1849.1009989802394,2023-07-01 08:01:45,0,36,0.47041261219757635
A00116,A00006,31,43404.0397717508,1400.1303152177677,2022-10-25 08:06:17,0,5,0.3777193175466037
A00177,A00055,30,8664.375971741227,288.81253239137425,2022-07-21 02:10:16,1,17,0.031447297478839675
