Account ID,Account Type,Account Age,KYC Status,Historical Fraud Involvement
ACC2453,personal,2560,1,0
ACC2454,personal,1097,1,0
ACC2455,business,2900,1,0
ACC2456,business,1981,0,0
ACC2457,personal,1342,1,0
ACC2458,personal,612,1,0
ACC2459,personal,1576,1,0
ACC2460,personal,2985,1,1
ACC2461,personal,1657,1,0
ACC2462,personal,1648,1,0
ACC2463,business,487,1,0
ACC2464,personal,851,1,0
ACC2465,personal,2767,1,0
ACC2466,business,2392,1,0
ACC2467,personal,1783,0,0
ACC2468,personal,2694,1,0
ACC2469,personal,1469,1,0
ACC2470,personal,197,1,0
ACC2471,personal,2605,1,0
ACC2472,personal,2847,1,1
ACC2473,personal,1443,1,0
ACC2474,personal,394,0,0
ACC2475,business,295,1,0
ACC2476,personal,884,1,0
ACC2477,business,2569,1,0
ACC2478,personal,1026,1,0
ACC2479,personal,474,0,0
ACC2480,personal,3231,1,0
ACC2481,personal,3391,1,0
ACC2482,personal,3159,1,0
ACC2483,personal,480,1,0
ACC2484,personal,3025,1,0
ACC2485,personal,698,0,0
ACC2486,personal,152,1,0
ACC2487,personal,103,1,0
ACC2488,personal,3008,1,0
ACC2489,business,2715,1,0
ACC2490,personal,3050,1,0
ACC2491,personal,3557,0,0
ACC2492,personal,3535,0,0
ACC2493,business,3165,0,0
ACC2494,personal,753,1,0
ACC2495,business,779,1,0
ACC2496,personal,410,1,0
ACC2497,personal,1373,1,0
ACC2498,personal,3393,0,0
ACC2499,personal,1057,1,0
ACC2500,personal,2580,1,0
ACC2501,personal,3243,1,0
ACC2502,personal,2609,1,0
ACC2503,business,2844,1,0
ACC2504,personal,2500,1,0
ACC2505,business,826,1,0
ACC2506,personal,630,1,0
ACC2507,business,3079,1,0
ACC2508,personal,291,1,0
ACC2509,personal,3081,1,0
ACC2510,business,2503,1,0
ACC2511,personal,1558,1,0
ACC2512,personal,2692,1,0
ACC2513,personal,1401,1,0
ACC2514,personal,1241,1,0
ACC2515,business,1906,1,0
ACC2516,personal,1545,0,0
ACC2517,business,1668,1,0
ACC2518,personal,1693,1,0
ACC2519,personal,3214,1,0
ACC2520,personal,1815,1,0
ACC2521,personal,2881,1,0
ACC2522,personal,1653,0,0
ACC2523,personal,3011,1,0
ACC2524,personal,1895,1,0
ACC2525,personal,1614,1,0
ACC2526,personal,3264,1,0
ACC2527,business,1585,1,0
ACC2528,personal,3330,1,0
ACC2529,business,371,1,0
ACC2530,business,993,1,0
ACC2531,personal,3071,1,0
ACC2532,personal,3273,1,0
ACC2533,business,2147,1,0
ACC2534,personal,3487,1,0
ACC2535,personal,820,1,0
ACC2536,personal,2796,1,0
ACC2537,business,3571,1,0
ACC2538,personal,1974,1,0
ACC2539,business,1309,1,0
ACC2540,personal,1287,0,0
ACC2541,business,3046,1,0
ACC2542,personal,3021,1,0
ACC2543,personal,2544,1,0
ACC2544,personal,2807,1,0
ACC2545,business,3130,1,0
ACC2546,business,387,1,0
ACC2547,personal,2129,1,0
ACC2548,personal,2433,1,0
ACC2549,personal,1193,0,0
ACC2550,personal,706,1,0
ACC2551,personal,2907,1,0
ACC2552,personal,2600,1,0
ACC2553,personal,2333,0,0
ACC2554,personal,1195,1,0
ACC2555,personal,2399,0,0
ACC2556,personal,74,1,0
ACC2557,business,2447,1,0
ACC2558,personal,1273,1,0
ACC2559,business,54,1,0
ACC2560,personal,549,1,1
ACC2561,personal,701,1,1
ACC2562,business,2884,1,0
ACC2563,business,1569,1,0
ACC2564,personal,163,1,0
ACC2565,personal,776,1,0
ACC2566,personal,2171,1,0
ACC2567,personal,2971,1,0
ACC2568,personal,1804,1,0
ACC2569,personal,2108,1,0
ACC2570,personal,1679,1,0
ACC2571,personal,1409,1,0
ACC2572,personal,2707,1,0
ACC2573,personal,3193,1,0
ACC2574,business,3145,1,0
ACC2575,personal,416,1,0
ACC2576,business,2939,1,0
ACC2577,personal,3478,1,0
ACC2578,personal,1483,1,0
ACC2579,personal,2509,1,0
ACC2580,personal,941,1,0
ACC2581,business,3165,1,0
ACC2582,personal,3268,1,0
ACC2583,business,2084,1,0
ACC2584,personal,2714,1,0
ACC2585,personal,199,1,0
ACC2586,personal,270,1,0
ACC2587,business,2371,1,0
ACC2588,business,2342,1,0
ACC2589,business,1009,1,0
ACC2590,personal,3161,1,1
ACC2591,personal,393,1,0
ACC2592,personal,3023,1,0
ACC2593,personal,761,1,0
ACC2594,personal,1355,0,0
ACC2595,personal,1060,1,0
ACC2596,personal,274,1,0
ACC2597,personal,1770,0,0
ACC2598,business,2206,1,0
ACC2599,personal,3523,1,1
ACC2600,personal,3232,1,0
ACC2601,business,1010,1,0
ACC2602,personal,1608,1,0
ACC2603,business,2532,1,0
ACC2604,personal,2494,1,0
ACC2605,personal,164,1,0
ACC2606,personal,2436,1,0
ACC2607,personal,1025,1,0
ACC2608,business,2095,1,0
ACC2609,personal,1154,1,0
ACC2610,personal,268,1,0
ACC2611,personal,2632,1,0
ACC2612,personal,863,1,0
ACC2613,personal,277,1,0
ACC2614,business,3144,1,0
ACC2615,personal,931,1,0
ACC2616,personal,477,1,0
ACC2617,business,3410,1,0
ACC2618,personal,1265,1,0
ACC2619,personal,753,1,0
ACC2620,personal,2840,1,0
ACC2621,personal,148,1,0
ACC2622,business,2175,1,0
ACC2623,personal,2844,1,0
ACC2624,personal,819,0,0
ACC2625,personal,2345,1,0
ACC2626,personal,800,1,0
ACC2627,personal,95,1,0
ACC2628,personal,3211,1,0
ACC2629,personal,893,1,1
ACC2630,personal,1,1,0
ACC2631,personal,1527,1,0
ACC2632,personal,1872,1,0
ACC2633,personal,1788,1,0
ACC2634,personal,2625,1,0
ACC2635,personal,141,1,0
ACC2636,personal,498,1,0
ACC2637,personal,2995,1,0
ACC2638,personal,2292,1,1
ACC2639,personal,1671,1,0
ACC2640,personal,573,1,1
ACC2641,business,2026,1,0
ACC2642,personal,3211,1,0
ACC2643,personal,371,1,0
ACC2644,business,2171,0,0
ACC2645,personal,2747,1,0
ACC2646,personal,794,0,0
ACC2647,personal,534,0,0
ACC2648,business,31,1,0
ACC2649,personal,144,1,0
ACC2650,business,311,1,0
ACC2651,personal,1402,1,0
ACC2652,personal,1222,1,0
ACC2653,personal,98,1,0
ACC2654,business,1336,1,0
ACC2655,personal,3295,1,0
ACC2656,personal,584,1,0
ACC2657,personal,1844,1,0
ACC2658,business,3241,1,0
ACC2659,personal,2157,1,0
ACC2660,personal,2577,1,0
ACC2661,personal,182,1,0
ACC2662,business,1697,1,0
ACC2663,business,76,1,0
ACC2664,personal,2614,1,1
ACC2665,personal,2561,1,0
ACC2666,personal,895,1,0
ACC2667,personal,3475,1,0
ACC2668,personal,2655,1,0
ACC2669,business,1814,0,0
ACC2670,personal,3054,1,0
ACC2671,personal,1127,1,0
ACC2672,personal,673,1,0
ACC2673,personal,3137,0,0
ACC2674,personal,1557,0,1
ACC2675,personal,3363,1,0
ACC2676,personal,941,1,0
ACC2677,personal,1191,0,0
ACC2678,personal,1302,1,0
ACC2679,personal,2336,1,0
ACC2680,personal,714,1,0
ACC2681,business,1220,1,0
ACC2682,personal,3315,1,0
ACC2683,personal,665,1,1
ACC2684,personal,2444,1,0
ACC2685,personal,2934,1,0
ACC2686,personal,3608,0,0
ACC2687,personal,2055,1,1
ACC2688,personal,2242,1,0
ACC2689,personal,2345,1,0
ACC2690,business,2342,1,0
ACC2691,personal,2280,1,0
ACC2692,personal,2586,1,0
ACC2693,business,3085,1,1
ACC2694,business,2883,1,0
ACC2695,personal,3253,1,0
ACC2696,personal,2919,1,0
ACC2697,personal,1396,1,1
ACC2698,personal,628,1,0
ACC2699,personal,639,0,0
ACC2700,business,2695,1,0
ACC2701,business,244,1,0
ACC2702,personal,2599,1,0
ACC2703,business,1777,1,0
ACC2704,personal,2784,1,0
ACC2705,personal,2659,1,0
ACC2706,personal,2745,1,0
ACC2707,personal,1364,1,0
ACC2708,personal,3391,1,0
ACC2709,business,811,1,0
ACC2710,personal,771,1,0
ACC2711,personal,2556,1,0
ACC2712,personal,3456,1,0
ACC2713,business,2861,1,0
ACC2714,business,671,1,0
ACC2715,personal,2384,1,0
ACC2716,personal,1368,0,0
ACC2717,personal,347,1,0
ACC2718,personal,1035,1,0
ACC2719,personal,569,1,0
ACC2720,personal,2405,1,0
ACC2721,personal,2272,1,0
ACC2722,personal,1242,1,0
ACC2723,business,2859,1,0
ACC2724,business,3603,1,0
ACC2725,business,2272,1,0
ACC2726,personal,2621,1,0
ACC2727,personal,3587,1,0
ACC2728,personal,53,1,0
ACC2729,business,213,1,0
ACC2730,personal,2386,1,0
ACC2731,personal,2348,1,0
ACC2732,personal,959,1,0
ACC2733,personal,3444,1,0
ACC2734,personal,56,1,0
ACC2735,personal,3277,1,0
ACC2736,personal,2873,1,0
ACC2737,personal,525,1,0
ACC2738,personal,2931,0,0
ACC2739,business,1844,1,0
ACC2740,personal,1212,1,0
ACC2741,personal,651,1,0
ACC2742,personal,3138,1,0
ACC2743,personal,2551,1,0
ACC2744,business,785,1,0
ACC2745,personal,2734,1,0
ACC2746,personal,481,1,0
ACC2747,personal,3206,0,0
ACC2748,personal,414,1,0
ACC2749,personal,2560,1,0
ACC2750,business,2887,1,0
ACC2751,personal,1538,1,0
ACC2752,business,2705,1,0
ACC2753,personal,2167,1,0
ACC2754,personal,2609,0,0
ACC2755,personal,794,1,0
ACC2756,personal,1143,1,0
ACC2757,personal,622,1,0
ACC2758,personal,3445,1,0
ACC2759,personal,59,1,0
ACC2760,personal,1739,0,0
ACC2761,personal,2029,1,0
ACC2762,personal,2953,1,0
ACC2763,personal,2998,1,0
ACC2764,personal,2238,1,0
ACC2765,personal,1625,1,0
ACC2766,personal,1843,1,0
ACC2767,personal,1837,1,0
ACC2768,personal,173,1,0
ACC2769,personal,1661,1,0
ACC2770,personal,29,0,0
ACC2771,personal,2988,0,0
ACC2772,business,1340,1,0
ACC2773,personal,1177,1,0
ACC2774,personal,817,1,0
ACC2775,personal,56,1,1
ACC2776,personal,1557,1,0
ACC2777,business,3347,1,1
ACC2778,personal,3563,1,0
ACC2779,personal,3256,1,0
ACC2780,personal,3053,1,0
ACC2781,personal,3185,1,0
ACC2782,personal,2596,0,0
ACC2783,personal,3370,1,0
ACC2784,business,279,1,0
ACC2785,personal,3276,1,0
ACC2786,personal,282,1,0
ACC2787,personal,1037,1,0
ACC2788,personal,2579,1,0
ACC2789,personal,387,1,0
ACC2790,personal,1038,1,0
ACC2791,business,2478,1,1
ACC2792,personal,90,1,0
ACC2793,personal,1581,1,0
ACC2794,personal,1139,1,0
ACC2795,business,2476,1,0
ACC2796,personal,2372,1,0
ACC2797,personal,2293,1,0
ACC2798,personal,1220,1,0
ACC2799,personal,1765,1,0
ACC2800,personal,2108,1,0
ACC2801,personal,604,1,0
ACC2802,personal,1247,1,0
ACC2803,personal,646,1,0
ACC2804,personal,2466,1,0
ACC2805,personal,1882,1,0
ACC2806,personal,3649,1,1
ACC2807,personal,1728,1,0
ACC2808,personal,2452,1,0
ACC2809,personal,1952,0,0
ACC2810,personal,2580,1,0
ACC2811,personal,1732,1,0
ACC2812,personal,422,0,0
ACC2813,personal,1382,1,0
ACC2814,business,2906,0,0
ACC2815,personal,360,1,0
ACC2816,business,1299,0,0
ACC2817,personal,2595,1,0
ACC2818,personal,3085,1,0
ACC2819,personal,1661,1,0
ACC2820,personal,2805,1,0
ACC2821,personal,1501,1,0
ACC2822,personal,2620,1,0
ACC2823,personal,2710,1,0
ACC2824,personal,3404,1,0
ACC2825,personal,2537,1,0
ACC2826,personal,1352,1,1
ACC2827,personal,16,1,1
ACC2828,personal,2875,1,0
ACC2829,personal,3646,1,0
ACC2830,personal,1030,1,0
ACC2831,personal,1614,1,0
ACC2832,personal,2973,1,0
ACC2833,personal,289,1,0
ACC2834,personal,2385,0,0
ACC2835,business,1163,1,0
ACC2836,personal,2006,1,0
ACC2837,personal,829,1,0
ACC2838,personal,3371,1,0
ACC2839,personal,229,1,0
ACC2840,personal,3140,1,0
ACC2841,business,1991,1,0
ACC2842,personal,1610,1,0
ACC2843,personal,994,1,0
ACC2844,personal,2328,1,0
ACC2845,personal,1596,1,0
ACC2846,personal,3641,1,0
ACC2847,personal,407,1,0
ACC2848,business,692,1,0
ACC2849,personal,3361,1,0
ACC2850,personal,2051,1,1
ACC2851,personal,1017,1,0
ACC2852,personal,588,1,0
ACC2853,personal,1413,1,0
ACC2854,personal,2116,1,0
ACC2855,personal,2625,1,0
ACC2856,personal,3304,1,0
ACC2857,personal,273,1,0
ACC2858,personal,2936,1,0
ACC2859,personal,385,1,0
ACC2860,personal,2987,0,0
ACC2861,personal,2085,1,0
ACC2862,personal,712,1,1
ACC2863,business,2689,1,0
ACC2864,personal,1614,1,0
ACC2865,personal,935,1,0
ACC2866,personal,1226,1,0
ACC2867,personal,2866,1,0
ACC2868,personal,829,1,0
ACC2869,personal,1230,1,0
ACC2870,personal,553,1,0
ACC2871,personal,1775,1,0
ACC2872,personal,741,1,0
ACC2873,personal,151,1,0
ACC2874,personal,752,1,0
ACC2875,personal,2221,1,0
ACC2876,personal,2217,1,0
ACC2877,personal,1677,1,1
ACC2878,business,635,1,0
ACC2879,business,136,1,0
ACC2880,personal,2659,1,0
ACC2881,personal,779,1,0
ACC2882,personal,1712,1,0
ACC2883,personal,107,1,0
ACC2884,personal,772,1,0
ACC2885,personal,1303,1,0
ACC2886,business,78,1,0
ACC2887,personal,2178,1,0
ACC2888,personal,2962,1,0
ACC2889,personal,1601,1,0
ACC2890,personal,3131,1,0
ACC2891,business,352,0,0
ACC2892,personal,3582,1,0
ACC2893,personal,3095,1,0
ACC2894,personal,2454,1,0
ACC2895,personal,1082,1,0
ACC2896,personal,2278,1,0
ACC2897,personal,2293,1,0
ACC2898,business,379,1,0
ACC2899,personal,707,1,0
ACC2900,personal,2845,0,0
ACC2901,personal,2921,1,0
ACC2902,personal,2581,1,0
ACC2903,personal,2114,1,0
ACC2904,personal,2081,1,0
ACC2905,business,2868,0,0
ACC2906,business,22,0,0
ACC2907,business,2143,1,0
ACC2908,personal,873,1,0
ACC2909,personal,1296,1,0
ACC2910,business,3418,1,0
ACC2911,personal,1130,1,0
ACC2912,personal,305,1,0
ACC2913,personal,3496,1,0
ACC2914,business,3283,0,0
ACC2915,personal,3056,1,0
ACC2916,personal,1115,1,0
ACC2917,personal,813,1,0
ACC2918,personal,3521,1,1
ACC2919,business,2637,0,0
ACC2920,personal,1127,1,0
ACC2921,personal,1188,1,0
ACC2922,personal,1171,1,0
ACC2923,personal,3327,1,0
ACC2924,personal,122,1,0
ACC2925,personal,1593,0,1
ACC2926,personal,735,1,0
ACC2927,business,3047,1,0
ACC2928,business,834,1,0
ACC2929,personal,1466,1,0
ACC2930,personal,2176,1,0
ACC2931,business,3591,1,0
ACC2932,personal,3485,1,0
ACC2933,business,856,1,0
ACC2934,personal,1575,1,0
ACC2935,business,529,1,0
ACC2936,personal,3243,1,0
ACC2937,personal,1717,1,1
ACC2938,personal,3261,1,0
ACC2939,personal,1062,0,0
ACC2940,personal,588,1,0
ACC2941,personal,3203,1,1
ACC2942,personal,334,1,0
ACC2943,personal,957,1,0
ACC2944,personal,393,1,0
ACC2945,business,900,1,0
ACC2946,personal,1375,1,0
ACC2947,personal,3332,1,1
ACC2948,personal,935,1,0
ACC2949,business,2607,1,0
ACC2950,personal,2990,0,0
ACC2951,personal,29,1,0
ACC2952,personal,1091,1,0
ACC2953,personal,414,1,0
ACC2954,personal,1689,1,0
ACC2955,personal,1747,1,0
ACC2956,personal,878,1,0
ACC2957,personal,1031,1,0
ACC2958,business,2211,1,0
ACC2959,personal,388,1,0
ACC2960,business,900,1,0
ACC2961,business,862,1,0
ACC2962,personal,1756,1,0
ACC2963,personal,2102,1,0
ACC2964,business,3494,1,0
ACC2965,business,730,1,0
ACC2966,personal,2290,1,0
ACC2967,personal,2144,1,0
ACC2968,business,405,1,0
ACC2969,personal,3269,1,0
ACC2970,personal,2790,1,0
ACC2971,business,3155,1,0
ACC2972,personal,2105,1,0
ACC2973,personal,486,1,0
ACC2974,business,3504,1,0
ACC2975,personal,509,0,0
ACC2976,personal,3083,1,0
ACC2977,personal,560,1,1
ACC2978,personal,3156,1,0
ACC2979,personal,2118,1,0
ACC2980,personal,3305,1,0
ACC2981,personal,378,1,0
ACC2982,personal,2907,1,0
ACC2983,personal,1263,1,0
ACC2984,personal,2901,1,0
ACC2985,business,971,1,0
ACC2986,personal,3026,0,0
ACC2987,personal,1332,1,1
ACC2988,business,512,1,0
ACC2989,personal,1733,1,0
ACC2990,personal,2869,1,0
ACC2991,business,3371,1,0
ACC2992,personal,2814,1,0
ACC2993,personal,3162,1,0
ACC2994,personal,3187,1,0
ACC2995,personal,220,1,0
ACC2996,personal,2464,0,0
ACC2997,business,2639,1,0
ACC2998,business,2595,1,0
ACC2999,personal,2386,0,0
ACC3000,personal,658,1,0
ACC3001,personal,3118,1,1
ACC3002,personal,2663,1,0
ACC3003,business,2644,1,0
ACC3004,personal,2638,1,0
ACC3005,personal,1270,1,0
ACC3006,personal,1738,1,0
ACC3007,personal,2899,1,0
ACC3008,personal,1865,1,0
ACC3009,personal,68,1,0
ACC3010,personal,896,1,1
ACC3011,personal,1,1,0
ACC3012,business,2574,0,0
ACC3013,personal,2017,1,0
ACC3014,personal,1990,1,0
ACC3015,business,2306,1,0
ACC3016,personal,3443,1,0
ACC3017,personal,1232,1,0
ACC3018,personal,732,0,0
ACC3019,personal,3548,1,0
ACC3020,personal,2884,1,0
ACC3021,personal,3343,1,0
ACC3022,personal,519,1,0
ACC3023,business,2868,1,0
ACC3024,personal,1544,1,0
ACC3025,personal,818,1,0
ACC3026,personal,659,0,0
ACC3027,personal,2634,1,0
ACC3028,personal,2529,1,0
ACC3029,personal,1911,1,0
ACC3030,business,1838,1,0
ACC3031,personal,1226,1,0
ACC3032,personal,2146,1,0
ACC3033,personal,819,1,0
ACC3034,personal,1976,1,0
ACC3035,personal,771,1,0
ACC3036,personal,1386,1,0
ACC3037,business,2695,1,0
ACC3038,personal,1446,1,0
ACC3039,personal,1984,1,0
ACC3040,personal,174,0,0
ACC3041,business,2322,1,0
ACC3042,personal,36,1,0
ACC3043,personal,3411,0,0
ACC3044,personal,2056,1,0
ACC3045,business,865,1,0
ACC3046,personal,184,1,0
ACC3047,personal,2888,1,1
ACC3048,personal,1684,1,0
ACC3049,personal,154,1,0
ACC3050,personal,427,1,0
ACC3051,business,3543,1,0
ACC3052,business,2758,1,0
ACC3053,personal,2902,1,0
ACC3054,personal,2882,1,0
ACC3055,personal,3596,1,0
ACC3056,personal,3405,1,0
ACC3057,personal,2491,0,0
ACC3058,personal,1589,1,0
ACC3059,business,1638,1,0
ACC3060,personal,140,1,0
ACC3061,business,968,1,0
ACC3062,personal,3567,0,0
ACC3063,business,1416,1,0
ACC3064,personal,3089,0,0
ACC3065,personal,3265,1,0
ACC3066,personal,3003,1,0
ACC3067,personal,875,1,0
ACC3068,business,2305,0,0
ACC3069,personal,617,1,0
ACC3070,business,3040,1,0
ACC3071,personal,1169,1,0
ACC3072,business,1830,1,0
ACC3073,personal,3199,1,0
ACC3074,personal,434,0,0
ACC3075,personal,2373,1,0
ACC3076,personal,949,1,0
ACC3077,business,2449,1,0
ACC3078,personal,1078,1,0
ACC3079,personal,1147,1,1
ACC3080,personal,2527,0,0
ACC3081,personal,2007,1,0
ACC3082,business,2606,1,0
ACC3083,personal,1381,1,0
ACC3084,personal,1184,1,0
ACC3085,personal,580,1,0
ACC3086,business,2976,1,0
ACC3087,business,319,1,0
ACC3088,business,3491,1,0
ACC3089,personal,1607,0,0
ACC3090,personal,79,1,0
ACC3091,business,2210,1,0
ACC3092,business,3309,1,0
ACC3093,personal,3321,1,0
ACC3094,personal,1107,1,0
ACC3095,personal,2103,0,0
ACC3096,personal,2035,1,0
ACC3097,personal,3405,1,0
ACC3098,personal,2029,1,0
ACC3099,personal,771,0,0
ACC3100,business,1048,1,0
ACC3101,business,2373,1,0
ACC3102,personal,1544,0,0
ACC3103,personal,142,1,0
ACC3104,personal,1158,1,0
ACC3105,personal,536,0,0
ACC3106,personal,3281,1,0
ACC3107,business,2963,1,0
ACC3108,personal,2300,1,0
ACC3109,personal,334,0,0
ACC3110,business,904,1,0
ACC3111,personal,3579,1,0
ACC3112,personal,3579,1,0
ACC3113,business,909,1,0
ACC3114,personal,440,1,0
ACC3115,personal,1597,1,0
ACC3116,personal,2713,1,0
ACC3117,business,460,1,0
ACC3118,personal,952,1,0
ACC3119,business,133,1,0
ACC3120,personal,1114,1,0
ACC3121,business,2237,1,0
ACC3122,personal,2638,1,1
ACC3123,personal,2067,1,0
ACC3124,personal,2707,1,0
ACC3125,personal,241,1,0
ACC3126,personal,922,1,0
ACC3127,personal,1799,1,0
ACC3128,personal,2414,1,0
ACC3129,business,3348,1,0
ACC3130,personal,1848,1,0
ACC3131,personal,2738,1,0
ACC3132,personal,1439,1,0
ACC3133,business,931,1,0
ACC3134,business,3376,1,0
ACC3135,personal,841,1,0
ACC3136,personal,2782,1,0
ACC3137,personal,277,1,0
ACC3138,personal,2662,1,0
ACC3139,business,1661,1,0
ACC3140,personal,1014,1,0
ACC3141,personal,2225,1,0
ACC3142,personal,2031,1,0
ACC3143,personal,3166,1,0
ACC3144,personal,2958,1,0
ACC3145,personal,2339,1,0
ACC3146,personal,906,1,1
ACC3147,personal,3473,1,0
ACC3148,business,3177,1,0
ACC3149,personal,514,1,0
ACC3150,personal,3179,1,0
ACC3151,personal,2632,1,0
ACC3152,personal,1801,1,0
ACC3153,personal,1811,1,0
ACC3154,business,365,1,0
ACC3155,personal,3057,1,0
ACC3156,business,66,1,0
ACC3157,personal,2674,1,0
ACC3158,personal,555,1,1
ACC3159,personal,171,1,0
ACC3160,business,2775,1,0
ACC3161,business,2593,1,0
ACC3162,personal,1738,1,0
ACC3163,business,2441,1,0
ACC3164,personal,2864,1,0
ACC3165,business,2991,1,0
ACC3166,personal,1457,1,0
ACC3167,personal,3176,1,0
ACC3168,personal,2496,1,0
ACC3169,personal,2083,1,0
ACC3170,personal,62,1,0
ACC3171,personal,2947,1,0
ACC3172,personal,3541,1,0
ACC3173,personal,3191,1,0
ACC3174,personal,2680,1,0
ACC3175,personal,2080,1,0
ACC3176,personal,2466,1,0
ACC3177,personal,717,1,0
ACC3178,personal,2654,1,0
ACC3179,personal,1971,1,0
ACC3180,personal,516,1,0
ACC3181,personal,2506,1,0
ACC3182,business,408,1,0
ACC3183,personal,3394,0,0
ACC3184,personal,528,1,0
ACC3185,personal,467,1,0
ACC3186,personal,2680,1,0
ACC3187,personal,856,1,0
ACC3188,personal,3487,1,0
ACC3189,personal,2490,0,0
ACC3190,personal,3279,1,0
ACC3191,personal,2194,1,0
ACC3192,business,3289,1,0
ACC3193,personal,3244,1,0
ACC3194,personal,1860,1,0
ACC3195,personal,2567,1,0
ACC3196,personal,950,1,0
ACC3197,personal,2912,0,0
ACC3198,personal,312,1,0
ACC3199,personal,1183,1,0
ACC3200,personal,1215,1,0
ACC3201,personal,1342,1,0
ACC3202,personal,230,1,0
ACC3203,personal,3610,1,0
ACC3204,business,504,1,0
ACC3205,personal,1559,1,0
ACC3206,business,3398,1,0
ACC3207,personal,2534,1,0
ACC3208,business,3621,1,0
ACC3209,personal,3591,1,0
ACC3210,personal,1896,1,0
ACC3211,personal,2872,1,0
ACC3212,business,2335,1,0
ACC3213,personal,2592,1,0
ACC3214,personal,1141,1,0
ACC3215,business,1497,1,0
ACC3216,personal,2311,1,0
ACC3217,business,3295,1,0
ACC3218,personal,1706,1,0
ACC3219,business,2569,0,0
ACC3220,personal,2309,1,0
ACC3221,personal,2486,1,0
ACC3222,personal,1161,1,0
ACC3223,business,2939,1,0
ACC3224,business,3209,0,0
ACC3225,personal,1278,1,0
ACC3226,personal,624,1,0
ACC3227,personal,2247,1,0
ACC3228,personal,3642,1,0
ACC3229,business,3401,1,0
ACC3230,personal,907,1,0
ACC3231,personal,1652,1,0
ACC3232,personal,1215,1,0
ACC3233,personal,1449,1,0
ACC3234,personal,2171,1,0
ACC3235,personal,1541,1,0
ACC3236,personal,2816,1,1
ACC3237,personal,2102,1,0
ACC3238,personal,1702,0,0
ACC3239,personal,449,1,0
ACC3240,personal,2939,1,0
ACC3241,business,772,1,0
ACC3242,business,734,1,0
ACC3243,personal,1925,1,0
ACC3244,personal,1679,1,0
ACC3245,personal,2889,1,0
ACC3246,personal,1404,0,0
ACC3247,business,3228,1,0
ACC3248,personal,413,1,0
ACC3249,personal,3564,1,0
ACC3250,personal,3638,1,0
ACC3251,business,2878,0,0
ACC3252,business,2579,1,0
ACC3253,personal,370,1,0
ACC3254,personal,3505,1,1
ACC3255,business,1499,1,0
ACC3256,personal,1212,1,0
ACC3257,personal,69,1,0
ACC3258,personal,2723,1,0
ACC3259,personal,2852,1,0
ACC3260,personal,2926,1,1
ACC3261,personal,1031,1,0
ACC3262,personal,96,1,0
ACC3263,business,2540,1,0
ACC3264,personal,1761,1,0
ACC3265,personal,3032,1,0
ACC3266,personal,3226,1,0
ACC3267,business,508,1,0
ACC3268,business,2965,1,0
ACC3269,personal,1010,1,0
ACC3270,personal,3171,1,0
ACC3271,personal,1575,1,0
ACC3272,personal,1333,1,1
ACC3273,personal,2577,1,0
ACC3274,personal,2925,1,0
ACC3275,personal,21,0,0
ACC3276,business,294,1,0
ACC3277,personal,212,1,0
ACC3278,business,2478,0,0
ACC3279,personal,2502,1,0
ACC3280,personal,3330,1,0
ACC3281,personal,1192,1,0
ACC3282,personal,2864,1,0
ACC3283,personal,1166,1,0
ACC3284,personal,1954,1,0
ACC3285,personal,2103,1,0
ACC3286,personal,1118,0,0
ACC3287,personal,2930,1,0
ACC3288,personal,1432,1,0
ACC3289,personal,3010,1,0
ACC3290,business,3000,1,0
ACC3291,personal,3069,1,0
ACC3292,personal,2421,1,0
ACC3293,personal,164,1,0
ACC3294,personal,2641,1,0
ACC3295,business,3479,1,0
ACC3296,personal,1535,0,0
ACC3297,personal,2152,0,0
ACC3298,personal,1453,1,0
ACC3299,personal,1253,1,0
ACC3300,personal,2860,1,0
ACC3301,personal,2828,1,0
ACC3302,personal,3276,1,0
ACC3303,personal,2429,1,0
ACC3304,personal,970,0,0
ACC3305,personal,2627,1,0
ACC3306,personal,119,1,0
ACC3307,personal,3161,1,1
ACC3308,personal,1587,1,0
ACC3309,business,1717,1,1
ACC3310,personal,2157,1,0
ACC3311,business,1852,1,0
ACC3312,personal,375,1,0
ACC3313,business,1239,0,0
ACC3314,business,1925,1,0
ACC3315,personal,1857,1,0
ACC3316,personal,1132,0,0
ACC3317,business,1514,1,0
ACC3318,personal,3622,1,0
ACC3319,personal,2827,1,0
ACC3320,personal,2186,1,0
ACC3321,business,2423,1,0
ACC3322,personal,803,1,0
ACC3323,personal,581,1,0
ACC3324,personal,2124,1,0
ACC3325,personal,1902,1,0
ACC3326,personal,812,1,0
ACC3327,personal,3408,1,0
ACC3328,personal,549,1,0
ACC3329,personal,1772,1,0
ACC3330,personal,2904,0,1
ACC3331,personal,2257,1,0
ACC3332,personal,1339,1,0
ACC3333,business,1394,1,0
ACC3334,personal,2341,1,0
ACC3335,personal,57,1,0
ACC3336,personal,322,1,0
ACC3337,personal,3295,1,0
ACC3338,personal,3502,1,0
ACC3339,business,3419,1,0
ACC3340,personal,2585,1,0
ACC3341,business,2600,1,0
ACC3342,personal,3074,0,0
ACC3343,personal,3060,0,0
ACC3344,personal,869,1,0
ACC3345,personal,3438,1,0
ACC3346,personal,1882,0,0
ACC3347,personal,582,1,0
ACC3348,business,1939,1,0
ACC3349,personal,1032,1,0
ACC3350,personal,1271,1,0
ACC3351,personal,3521,1,0
